,T_cells,B_cell,Fibroblasts,Pro-B_cell_CD34+,NK_cell,Monocyte,Pre-B_cell_CD34-,DC,HSC_CD34+,Hepatocytes,Neutrophils,HSC_-G-CSF
21,0.28347987193315993,0.027756884184891115,0.05583178317836799,0.0912760372392454,0.09766790179673202,0.03316991657045313,0.011159751079207551,0.030680081375802443,0.16737939100243346,0.0470730794516141,0.013503866039796643,0.14102143614829626
22,0.05122177496649744,0.0012438605663153818,0.039426126268294934,0.12821599310149887,0.007458378752163879,0.062152616589101706,0.16288323811362934,0.1159227242691483,0.16932275131674349,0.10083359720499928,0.10257497011097373,0.05874396874063341
23,0.07108956834669962,0.039990249293835184,0.012360418676756043,5.0002388770304035e-05,0.13866053864479017,0.06855904578687166,0.0975818303761085,0.13600833678378202,0.25867025122454373,0.018023584875280177,0.11650330807624609,0.042502865526316484
24,0.08814535945949076,0.19921400201791134,0.022018853299002317,0.024482360261434518,0.1320948228336781,0.04433083464248488,0.14407835711147518,0.015101753435209649,0.007046872481147914,0.06021703851533777,0.10391130639741822,0.15935843954540946
25,0.18160061749043496,0.2666348070857888,0.06312412731159188,0.0003198770923863209,0.11351363866305031,0.000713229128020826,0.11532485467904614,0.10130575236113501,0.026034605287743033,0.12549958904106803,0.005261082028946733,0.0006678198307881955
26,0.10336390827574168,0.19011481080393572,0.04235726670755021,0.05696064929170822,0.07788029110074954,0.05650715099499358,0.0547937824734065,0.0370840534198377,0.06620224307911104,0.08035970746885358,0.050173390290476814,0.18420274609363563
27,0.11767221302140904,0.18658751641347945,0.07981476890874938,0.14280577831367539,0.08641985175654679,0.01691365393379223,0.08205079918286735,0.14601666640427918,0.02667538307700485,0.0031207341851149967,0.01014643784927225,0.10177619695380909
28,0.039189824684846,0.004754134029101597,0.01013960137359884,0.15986975110581067,0.007881669007162412,0.061674587996663505,0.20986225760936933,0.027127486157284053,0.1888853066325031,0.007037062491114239,0.11171261201684145,0.17186570689570493
29,0.02869707360612473,0.11321743664793485,0.06854788141475081,0.010176442912650026,0.16955490994728264,0.040490283347722235,0.0631474726773887,0.2681729768191913,0.0325563886152297,0.07810366834631413,0.011999647391603472,0.11533581827380739
30,0.05147369000116024,0.06574208889689051,0.015495893533541891,0.01759651160431239,0.21698707626393346,0.22178215635037418,0.061325275611713005,0.00925970623878547,0.09675838991017381,0.035835656512271434,0.19077194014188684,0.016971614934956778
31,0.005005079027845503,0.08773193617102451,0.10549958935311884,0.011711298446705376,0.09175725327464053,0.035176027593732444,0.0785438618742394,0.105680889303303,0.029803291045101286,0.017268826013679028,0.18337747871040155,0.24844446918620852
32,0.08163203893140958,0.123537025307159,0.15628255053068008,0.09985014510249761,0.025812628116337305,0.14721357399355786,0.013605473268153303,0.11892864396948381,0.1781126481616406,0.016232831395740097,0.025898197638305934,0.012894243585034906
33,0.07875665007492878,0.09759914776172118,0.013350010664098246,0.08506955647681988,0.06437628233551901,0.14222849961069753,0.05472606483118991,0.2527856151358044,0.012964406232275948,0.005913634324882151,0.04869505890598755,0.14353507364607554
34,0.03039823536442,0.060938198234005404,0.04848578809964672,0.11471186415227598,0.07830679339556584,0.13405572937572502,0.07541293567685585,0.07067962176365111,0.02559392237385137,0.05529285745096735,0.28045585082852903,0.02566820328450637
35,0.008132976154590627,0.014295229629574576,0.03143758832216237,0.07160804883890667,0.11226286304986742,0.06180631777535836,0.05422754794441594,0.07866051959034275,0.1353176561946015,0.016036217651315174,0.33513337666990434,0.0810816581789604
36,0.014851836112983843,0.05714860289897727,0.13797748761953013,0.09245308298881123,0.021638054727930105,0.03896509588962681,0.050508437079149655,0.1954651816730734,0.034880355979368054,0.021608575386626805,0.2966183836593998,0.03788490598452299
37,0.21965674674293997,0.013427752323593294,0.052953551742652864,0.0022982083335643536,0.021115256656322228,0.15176293640205538,0.033066201635695965,0.08485487937423608,0.1441014541307193,0.06217763239207153,0.07721582429266842,0.1373695559734805
38,0.17867189695495495,0.055199070956939246,0.100587632493876,0.1703790674779102,0.05888250561646901,0.05920422676051859,0.03356305257845139,0.1167521736165554,0.010282078503749455,0.03002839242602177,0.1290192615891091,0.057430641025444776
39,0.009892259901779252,0.1644146487900116,0.0839139878678567,0.08923104012976293,0.0893231258532036,0.06117509881125876,0.10688734707012923,0.2115410444454969,0.0005433558498494034,0.02169534959682382,0.10175807126932285,0.05962467041450492
40,0.01752090222719211,0.012787848328550762,0.06163342742617168,0.11922282582423681,0.04579497378365193,0.13241056218963343,0.09486799527940547,0.17193256536926466,0.11785115792029294,0.12203567976911972,0.0641038076923786,0.03983825419010193
41,0.05723380712772829,0.07324435382300241,0.1062594158062339,0.07841614827698952,0.14869121047304093,0.021913546180271,0.01218777269633861,0.12706324752472742,0.13671039495735324,0.07703968098611334,0.02202126213502105,0.13921916001318055
42,0.03481793646541126,0.1485384000773698,0.03563737984893355,0.08391315590382356,0.17134286169620266,0.03145104213177193,0.11853525385023546,0.07908915855567174,0.20248168287007795,0.020968275828697622,0.041508627146682596,0.031716225625121754
43,0.048422829184386416,0.13370077530348748,0.09181997303789467,0.002855955758248454,0.009500421250078949,0.13951590381511517,0.10000012556221136,0.0920788239067013,0.15093934654833702,0.17268188604312354,0.03122119873157025,0.02726276085884543
44,0.011739778301657513,0.025916095128068292,0.11360823322204246,0.19933346790873346,0.02671959236664395,0.013381225127343657,0.09209864262523236,0.03450352706973168,0.01492687927612052,0.0708497599825747,0.29504611900273553,0.10187667998911591
45,0.13701137747520759,0.1819410778430429,0.06132987747056347,0.12199488091930781,0.03624995298611699,0.16752139792433815,0.06491318427654842,0.03146530003571067,0.07069455217637828,0.09924597816870165,0.024672252325425897,0.0029601683986580974
46,0.0069669648769949185,0.011160095625489747,0.03121068746330964,0.04923484049650024,0.08352377867160549,0.1683810060749205,0.1376305279620554,0.169475382790494,0.13714914916862503,0.011105362784397868,0.19338204194990674,0.0007801621357002584
47,0.09837463746245192,0.13167473778633448,0.07402714326044048,0.03679586238072157,0.20100601075801994,0.04999186947401678,0.0011188004450075394,0.10398188554213782,0.16719159435291595,0.0012837382031143812,0.10118818807015861,0.033365532264680524
48,0.1086156708142317,0.05130939668030216,0.02171992197716559,0.08865743723927473,0.036487983321268555,0.11065956910211307,0.006673268215408549,0.19688711785451238,0.04193234303674045,0.07363253542257146,0.008371871606890258,0.255052884729521
49,0.08113922911948339,0.025758126596737103,0.013554537099610683,0.009487565447710131,0.05250467409500853,0.14988576790835106,0.20364910614747375,0.0951160671121203,0.10543556135775066,0.12384067064910824,0.02066946537061383,0.1189592290960323
50,0.046483049205149764,0.009944329269699287,0.0261644482601032,0.02638296448242303,0.048941998474194524,0.06252268379865675,0.23385204629147385,0.2654182016728511,0.015664064255257723,0.1083657000117045,0.0011965745657821106,0.1550639397127042
51,0.14586926875752523,0.04594355515345443,0.1631507182830114,0.023763433640183462,0.024594135843618265,0.1925497591689374,0.040751530795657354,0.018314893266050077,0.04956995100217651,0.014951954774582317,0.11321853616383705,0.16732226315096646
52,0.05656607537075298,0.06806480220953758,0.1432040668321422,0.06899216841612334,0.11692355430561104,0.012108888712247374,0.0783369894299789,0.06365734664445437,0.017731641194066006,0.24492579196747127,0.08175327993853237,0.04773539497908248
53,0.0429233509453432,0.02772667750722645,0.011401647213794476,0.002661476397709968,0.229721872097765,0.002493529332302703,0.11571360319828172,0.14268610523550518,0.27305540058651073,0.08572414796930727,0.037678427735780964,0.02821376178047231
54,0.041557759433725756,0.15763144449962135,0.04962821926494125,0.14241516105371466,0.13941907999775893,0.18035222088582184,0.0038086304613359316,0.05753810214034567,0.034580000302366375,0.06245372752767436,0.0327798890457657,0.09783576538692806
55,0.09800391870357374,0.03215451712058482,0.08530582864713533,0.045861976597646376,0.03540529964110213,0.12409610500126322,0.07112138716196315,0.08304425255232241,0.06567297226878653,0.22856667835589034,0.04647645964585735,0.08429060430387474
56,0.0699257574955982,0.19295829560200742,0.053868210316805214,0.047116988728986176,0.022038175054413807,0.038634308272315954,0.08827257618211189,0.11632962280100492,0.06312296607735243,0.060688747463239975,0.19898721602547254,0.04805713598069138
57,0.10614298245852413,0.11493168957039979,0.026893695134040944,0.06079704584666925,0.013380825481122524,0.004002352494216718,0.31828706793730316,0.055725553064599746,0.051025276306149364,0.15801682025467198,0.05057494832415812,0.04022174312814436
58,0.3511685456113955,0.15394212150281805,0.03132896060015102,0.04052811114397483,0.04610183897262321,0.0697011314611619,0.02512624537192962,0.048434009763846646,0.07593771887338366,0.009947197173237098,0.02954738851872944,0.11823673100674888
59,0.02086085507344768,0.07140562300398817,0.059531596728146695,0.02454817992058303,0.021775889391298483,0.3673266723694256,0.12128273740660384,0.0021439638615677456,0.09874998334011897,0.16334155362628164,0.006101602377264586,0.04293134290127371
60,0.04558886842102039,0.0014383262285055638,0.03790999924715105,0.011581022124191011,0.08071659566594927,0.07586199208518489,0.046051119336994094,0.16388891239012954,0.22009239033509317,0.11638284808134584,0.06340799384528747,0.1370799322391478
61,0.048934309769956955,0.038336194471168546,0.02459981333004715,0.149110561850465,0.10359410505752964,0.03976431637439802,0.07828329694025864,0.02158534427163069,0.06115914457769507,0.030832816290113512,0.285889109017223,0.1179109880495137
62,0.014703249381934133,0.04744386561549561,0.10165071018978379,0.5001923632250816,0.015282223496657052,0.03340398929585008,0.04027341612666714,0.01551901112133862,0.05359794944307717,0.01024803255968449,0.022368222642602506,0.14531696690182772
63,0.01548829453991303,0.11938729089215064,0.08817802808391424,0.079439556556334,0.0695807986878331,0.011219141588859626,0.07882352068376816,0.09950280806835465,0.1180475221939726,0.2208356316487324,0.01464344756208956,0.08485395949407797
64,0.030181357848323178,0.004428902743165545,0.06941754916190343,0.02985211438589236,0.013006820310215817,0.14813057538620636,0.02235331671980628,0.14976306711777398,0.009126373362444042,0.10920139414557296,0.07391164622224869,0.3406268825964472
65,0.1833356437752722,0.04212212815215621,0.04768361450923996,0.09088326486184954,0.023015542638677253,0.09802414006924168,0.028918036095077843,0.01589332820993611,0.0845960096275316,0.06342151067382802,0.14393564779625775,0.178171133590932
66,0.0034544847351389045,0.10879512609888323,0.004696594586611913,0.06267522536850574,0.020969123933292828,0.27060128830169994,0.048442538035884525,0.0027848420331424858,0.1267095669807066,0.11131105697425826,0.10991100197672435,0.1296491509751512
67,0.2954110528397006,0.04861550153893996,0.0366636170823469,0.14030532350134578,0.07493447667419005,0.04812493798444919,0.01652159232224565,0.04356814069347246,0.0393685484111025,0.007862144743919719,0.11737791665708927,0.131246747551198
68,0.035235290970469936,0.1667318468927322,0.019572061405050224,0.050945111348623805,0.023956913656065445,0.09223173856711452,0.02408446913015254,0.0034055397285999807,0.14274605029452123,0.021390253638155853,0.4172722452330191,0.002428479135495314
69,0.0004863598232795166,0.0780482663385735,0.13584384252270154,0.03343540859800301,0.07827422655930043,0.0461542914811484,0.013635808973470836,0.002825340341130945,0.10305481212894602,0.20194331900776413,0.07394099128005373,0.23235733294562788
70,0.12033474174890951,0.21190458668026818,0.06989918570083044,0.14006529708803664,0.009492393841830295,0.06522091744949679,0.195974098740522,0.02645154131689992,0.09846250595291964,0.047211133233817856,0.011756867939420842,0.003226730307048
71,0.04604575363589861,0.06618650989216344,0.22882510397566594,0.01884270625941112,0.19840458534971026,0.09533836956325166,0.10181668353200325,0.008402909363886121,0.024888355265322282,0.18371362698140578,0.008613628299576443,0.018921767881705062
72,0.34576835855886706,0.13836262968675297,0.11316377861279434,0.023522717678270712,0.04875890796890053,0.024244011345262335,0.003276962814305053,0.017468861068611088,0.04025015584967647,0.05534096373721407,0.020216262776560523,0.16962638990278503
73,0.005904492974736699,0.06738022321094758,0.03877047054286185,0.055964239511500265,0.07831198656801007,0.04641139181806679,0.06175536062049018,0.1840828685433159,0.018190324049536664,0.007467646369788171,0.10757884490911276,0.32818215088163294
74,0.20565101385811166,0.011844080147472513,0.11727464475232184,0.06303068880887269,0.08621337110396525,0.09573649872665482,0.10318483254022585,0.037072330713226694,0.0068330405264688514,0.11797938394298428,0.083944022230162,0.07123609264953347
75,0.1878007112840748,0.007770129400395665,0.04937413403176631,0.05216385887520229,0.19919009980098767,0.10675760432340056,0.006185576336659469,0.08348915888341514,0.14882623542968515,0.08398639141501939,0.036660968345070474,0.037795131874323235
76,0.008393328328738797,0.3004191131817457,0.004482973786692604,0.058394242574704734,0.09723291291611041,0.009781647114878738,0.025546948288053532,0.0835342881077451,0.05884104222112378,0.19612761455002098,0.15172053609344446,0.005525352836741272
77,0.06719631711360358,0.04879496406952759,0.21494346439822354,0.1165434263336458,0.004056335446511255,0.0577748214966647,0.07440078292992343,0.07410268155345417,0.02231999077630589,0.10326487930085224,0.13023074768319304,0.08637158889809465
78,0.05177746409368789,0.0745359947806654,0.1441751085131798,0.0023905641893629216,0.49915943544028607,0.018940406582594424,0.0339231938827873,0.11942517805821662,0.0007611503591039003,0.02095790138186159,0.025137116024836946,0.008816486693417062
79,0.15588428495191192,0.1511516792761456,0.0250957581552645,0.031783512545743485,0.09449091736341919,0.03207878436129581,0.20432880570234474,0.15537780208263102,0.00804613307818348,0.0678451480205618,0.061138403374519014,0.012778771087979403
80,0.2765366296848247,0.007050490021898456,0.1186523225052824,0.007196506179853125,0.06114434114876114,0.12139103934470567,0.11623865637875463,0.06736865631066193,0.02715412136276213,0.1224441018402421,0.016388480415927078,0.058434654806326876
81,0.1579798406733142,0.08331029516000364,0.14595545448244246,0.016268096103254488,0.01761000240400507,0.055535616504649485,0.05822202502357807,0.10533196410867379,0.057025671547550276,0.0017275385481972483,0.0479417071764241,0.25309178826790724
82,0.11174027574839565,0.21282975795269943,0.08129372227071988,0.03461863959627714,0.21633476637774612,0.02495374565173233,0.029649695714616696,0.013848900130457278,0.021430987653056687,0.15366549120391484,0.013764482390013634,0.08586953531037038
83,0.09132721415985867,0.18531105145151774,0.008357788700094598,0.039280702283205654,0.043884696014134694,0.012790566578888636,0.09858613498437209,0.014401940557431459,0.18740064082196936,0.23377032664522795,0.05266196170964395,0.03222697609365537
84,0.06274571503986162,0.022337434735263725,0.0007140811936463831,0.27255094955199943,0.01612310454572465,0.13851235893387906,0.013643002075177362,0.13088730593426548,0.058430286966989556,0.09109588426990543,0.09978151309222677,0.0931783636610602
85,0.21464358002805983,0.08850361578741511,0.03356206918194135,0.0647505250444106,0.08180321786686956,0.16953422303711618,0.024816545392443396,0.1450770008811201,0.019152468358079728,0.019174848945974585,0.011471897830245336,0.12751000764632434
86,0.07162192913735566,0.08200821287577915,0.06780567076923318,0.02914652269792484,0.09845986991996492,0.026229131361819383,0.08900845892126581,0.004082759842637669,0.2219581620224279,0.07603573374933907,0.17273224628382813,0.060911302418424296
87,0.03259620152975858,0.009611958042014614,0.08171743366689113,0.04206012970391871,0.04499137587783751,0.0383669218609302,0.007517024058781991,0.05419937975182278,0.2452481473259707,0.07008474989130915,0.08522643120687441,0.28838024708389015
88,0.08572565283082216,0.09403728960568668,0.2659776097718409,0.04262155877313592,0.07026011174060089,0.0016336399786757603,0.02798104726297171,0.06070959453842987,0.0721538661827957,0.11855865036872967,0.01800909406851071,0.14233188487779994
89,0.12988828543827247,0.10644001309975408,0.20153497486035932,0.09479566554433638,0.27301837809754986,0.059343961828671535,0.015096232322255989,0.04528045194952183,0.01580533844869018,0.017580528366600155,0.033651330442376115,0.007564839601612237
90,0.043241177261042055,0.025694942503078008,0.002381322299635397,0.010169227064619415,0.009950828143064796,0.06498341695690227,0.46847994720297176,0.05949836958091979,0.08191819606962944,0.1477181708056365,0.042894218454898304,0.043070183657602325
91,0.1573806071386716,0.024263217713082572,0.11770035273132758,0.00881468232804219,0.00908718693418752,0.08234734891083301,0.0024099461091467325,0.10506165596719763,0.06057499716676629,0.2835493580789402,0.022196433046710623,0.12661421387509408
92,0.3018093095269949,0.15071586635904066,0.028425776139574855,0.014267252260653614,0.04314574806524643,0.10981553196216744,0.13334755235646076,0.08249421417266155,0.00523451587419787,0.010314009691952895,0.004972880804332231,0.11545734278671668
93,0.05777378009940858,0.03339274183576464,0.07194333673561923,0.008970533246661949,0.07148169032833586,0.13222892129758082,0.09642713003381337,0.07351417150170522,0.13596871911280947,0.061003111067564085,0.1478385535904559,0.10945731115028094
94,0.08861453658459484,0.231072458823688,0.04691511913765924,0.07700190242444996,0.2669691726579694,0.06924100435686749,0.008176176895044107,0.04405477147815121,0.11243833866367592,0.01589915245768578,0.010489391323591692,0.02912797519662244
95,0.014867487823599998,0.06913568575277873,0.044654845063289685,0.4760328489185384,0.0007681243524408045,0.07282739363732206,0.024967650998922775,0.06877441912403592,0.006271212777225988,0.038548802166572645,0.10865011286612021,0.07450141651915262
96,0.34975248629021216,0.09080256728009026,0.0020986706171673137,0.24910075862079,0.002633950646518978,0.08604628945649931,0.09263117083738323,0.0009513874731337363,0.017059796897786687,0.023992518751089036,0.043059945004916444,0.04187045812441282
97,0.024566380487992884,0.16408840249654058,0.18911369240110953,0.009530253703739361,0.08843697063038751,0.02346466052010187,0.09327569071902099,0.1272907651392736,0.07042591601293734,0.04947742238342751,0.0007744054763514814,0.15955544002911734
98,0.07391049899841597,0.07499315560745475,0.0179525754486944,0.2517136817836637,0.021732099152309284,0.026206927388279802,0.057119433933465094,0.14191342396749176,0.09240198826691566,0.19696204129974884,0.010505670870620562,0.03458850328294018
99,0.0009445427296400358,0.059974966294925436,0.00675762715603267,0.0861024780548233,0.09729400005558779,0.09632959402907192,0.08612565525073036,0.18396906022623186,0.20111070233546532,0.01883242174251823,0.0824821364536828,0.08007681567129024
100,0.02740001403798085,0.19272687833800026,0.004935277325689723,0.000800292395341936,0.010857832384691828,0.04369496694074269,0.17190379061510266,0.06710731107218647,0.0946934759731142,0.21246557358485046,0.14262538353585083,0.030789203796448013
101,0.08370466013613226,0.06668539215302517,0.003654945631739702,0.0019317598532092566,0.19339217262149236,0.19619484199026163,0.009881317155558629,0.006255987561653683,0.051091237478091696,0.2897064488429935,0.042805125262937505,0.054696111312904507
102,0.08397727122811421,0.05487127021038267,0.013106558282652305,0.004948930512538362,0.269370935000929,0.07333797545475138,0.06519014773235549,0.02595928497209214,0.01603571698885981,0.1706292956296305,0.16219485108645726,0.06037776290123675
103,0.13422535410544165,0.07219404989777439,0.04445755032259587,0.0719857750116042,0.30152986004227167,0.0031724749997838714,0.16120876630924658,0.005401540896627496,0.02526272515645314,0.11430538098085943,0.0481157360553075,0.018140786222034064
104,0.2626509114295271,0.13172621113859975,0.005813639517205121,0.10302370713983183,0.03443352622796322,0.03689021958527951,0.0077798927056299495,0.11045288732382806,0.08257321805907283,0.02741299220162158,0.08467889278502201,0.11256390188641899
105,0.0016714137491763857,0.05137630602799472,0.12561690912902937,0.09075362749829381,0.21334804884055528,0.13647824151571547,0.06670733142633078,0.06224440020611849,0.05751084188628259,0.07641404255926594,0.10933100348453204,0.008547833676705158
106,0.10920950604720983,0.08913164802533641,0.016248230183433125,0.3328047395253306,0.12802680192139543,0.03168738012319541,0.007388471181173769,0.013456696119874911,0.019747975300548226,0.008714184541840914,0.05530968772183587,0.1882746793088255
107,0.1194035809404968,0.11399737668939854,0.12413947393227641,0.010098896325553983,0.024911078357896736,0.026408839967643948,0.0637102999057407,0.013065599725515895,0.2759595713228851,0.005113687853360686,0.1460741611831935,0.07711743379603778
108,0.12997086170422056,0.054981043662304475,0.04045534697917756,0.17284743543376987,0.07707485863371535,0.027793014383176506,0.16953397376694948,0.0648832416367957,0.01664214353318392,0.17634476971190327,0.06595787500974833,0.0035154355450548805
109,0.15979500803275526,0.054339327930516546,0.050630665122288275,0.15126478237731006,0.0030602704770266707,0.0008213321137753064,0.003857765387812204,0.013408701940223903,0.13096182741770415,0.23688053563732767,0.023804746953629986,0.17117503660963007
110,0.05116095121244996,0.14631738513259956,0.2336765056531497,0.025770813657372858,0.039531043696344366,0.0064044955219143785,0.022955635985357842,0.040944980697204876,0.056305666876913664,0.18596452590265214,0.041059864287700344,0.14990813137634046
111,0.24014842678483186,0.15723837744278124,0.05618593244482644,0.05649956180180515,0.0295366728607631,0.1321508907250988,0.12693185013547392,0.011786394035227814,0.022981853193507918,0.10684788096886422,0.012692899877109901,0.046999259729709524
112,0.16460435656490804,0.031949388455498946,0.016349643918597837,0.0450784459492525,0.027626595322487676,0.02743706580591846,0.11997909591439518,0.04172808114707716,0.13413796543924056,0.009592100591658749,0.22093900786144965,0.1605782530295152
113,0.16856866943140172,0.06731630440441709,0.08934950685501,0.09212519279509712,0.06556722760645675,0.03739146698169793,0.18770061648072703,0.07959234111394696,0.02222919401491455,0.1286302540345345,0.051127487125160825,0.0104017391566356
114,0.0021370358714837947,0.07703769081124741,0.21411886934432084,0.012442789281915966,0.014126754243432172,0.04011093377124276,0.06286357423574435,0.05962506449241458,0.24425038687001177,0.024807948430854588,0.1581578535630489,0.09032109908428299
115,0.1632721710415494,0.1001505303052083,0.09713311648967948,0.07365305085074718,0.045885085838407384,0.12910591880115554,0.07008209655805803,0.1794379787300933,0.010382650414530256,0.021982858052685773,0.017504133309337956,0.0914104096085474
116,0.0004885755745615546,0.009470598751172588,0.2180205933722153,0.031072318751930755,0.0009356883680125667,0.12092102040181216,0.17005965306685072,0.09811540499079112,0.07844493360728433,0.048217161016446256,0.007321387370158816,0.21693266472876382
117,0.27788955854289793,0.18910175756642597,0.06234319517135733,0.015465044517861477,0.027349536809523414,0.022593906175546737,0.08370939334802847,0.028945167054618148,0.11574799249300946,0.014534791201837805,0.004945364839842887,0.15737429227905034
118,0.02862847415691766,0.03571529635147474,0.07505505176169934,0.07211608371234557,0.04456908152191343,0.24452144014274085,0.12385437275939032,0.04506572120336467,0.12834887254390406,0.07543396789800244,0.054773882242033535,0.07191775570621337
119,0.02515858705087493,0.0024576000769345333,0.08203475167630941,0.01310148311954007,0.024310176534512264,0.5389205535232552,0.11016617799591367,0.01588879968095825,0.02073640249135459,0.025899413748886997,0.08911132279333664,0.052214731308123374
120,0.000984715216542594,0.034745164027653874,0.1958359956250181,0.019786459348040648,0.0472582057392171,0.06087326718048901,0.09643714329679248,0.03965411901303275,0.14038842972101415,0.09079417465316036,0.01774500333889621,0.2554973228401427
121,0.009222155002271162,0.056679673197177344,0.23503520888951265,0.08020868198392468,0.04774768044191247,0.12867207448654946,0.10278073237450544,0.12084671767901797,0.16923039314590047,0.02985195090396867,0.011723099760168432,0.008001632135091264
122,0.0024293493694723654,0.0724390442216191,0.048261408449180435,0.12578840204965375,0.04052416642592164,0.23135789213979838,0.06821731700499493,0.03898092167677311,0.12287109754705026,0.20517931205355525,0.0039342202934230415,0.040016868768558
123,0.0004808158835001028,0.021006769939473736,0.42219403305046105,0.07114365067875952,0.07079046062583277,0.06491092306993955,0.011186447875405825,0.07614056122135605,0.002811449683065107,0.08463906303676386,0.06431137906486682,0.11038444587057573
124,0.024006201859622954,0.06184464794489007,0.06433163666940851,0.009627222574045814,0.01774061643824555,0.030244155499375567,0.17245579668818697,0.05483813951911099,0.1566183377978823,0.1436009250157603,0.0006897521824759813,0.26400256781099507
